system:index,area_m2,.geo
"59043,-11126",73221.54984121243,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59251577625813,-28.94280999486218],[153.59511714332578,-28.94280999486218],[153.59511714332578,-28.940208627794515],[153.59251577625813,-28.940208627794515],[153.59251577625813,-28.94280999486218]]]}"
"59044,-11126",73221.54984134507,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59511714332578,-28.94280999486218],[153.59771851039346,-28.94280999486218],[153.59771851039346,-28.940208627794515],[153.59511714332578,-28.940208627794515],[153.59511714332578,-28.94280999486218]]]}"
"59045,-11126",73221.54984123464,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59771851039346,-28.94280999486218],[153.60031987746112,-28.94280999486218],[153.60031987746112,-28.940208627794515],[153.59771851039346,-28.940208627794515],[153.59771851039346,-28.94280999486218]]]}"
"59046,-11126",73221.5498406263,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60031987746112,-28.94280999486218],[153.60292124452877,-28.94280999486218],[153.60292124452877,-28.940208627794515],[153.60031987746112,-28.940208627794515],[153.60031987746112,-28.94280999486218]]]}"
"59047,-11126",73221.5498421727,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60292124452877,-28.94280999486218],[153.60552261159646,-28.94280999486218],[153.60552261159646,-28.940208627794515],[153.60292124452877,-28.940208627794515],[153.60292124452877,-28.94280999486218]]]}"
"59048,-11126",73221.54984118917,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60552261159646,-28.94280999486218],[153.6081239786641,-28.94280999486218],[153.6081239786641,-28.940208627794515],[153.60552261159646,-28.940208627794515],[153.60552261159646,-28.94280999486218]]]}"
"59049,-11126",73221.54984140859,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6081239786641,-28.94280999486218],[153.6107253457318,-28.94280999486218],[153.6107253457318,-28.940208627794515],[153.6081239786641,-28.940208627794515],[153.6081239786641,-28.94280999486218]]]}"
"59050,-11126",73221.54984130738,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6107253457318,-28.94280999486218],[153.61332671279945,-28.94280999486218],[153.61332671279945,-28.940208627794515],[153.6107253457318,-28.940208627794515],[153.6107253457318,-28.94280999486218]]]}"
"59051,-11126",73221.5498412921,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61332671279945,-28.94280999486218],[153.61592807986713,-28.94280999486218],[153.61592807986713,-28.940208627794515],[153.61332671279945,-28.940208627794515],[153.61332671279945,-28.94280999486218]]]}"
"59052,-11126",73221.54984141894,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61592807986713,-28.94280999486218],[153.6185294469348,-28.94280999486218],[153.6185294469348,-28.940208627794515],[153.61592807986713,-28.940208627794515],[153.61592807986713,-28.94280999486218]]]}"
"59053,-11126",73221.54984059033,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6185294469348,-28.94280999486218],[153.62113081400244,-28.94280999486218],[153.62113081400244,-28.940208627794515],[153.6185294469348,-28.940208627794515],[153.6185294469348,-28.94280999486218]]]}"
"59054,-11126",73221.54984209902,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62113081400244,-28.94280999486218],[153.62373218107012,-28.94280999486218],[153.62373218107012,-28.940208627794515],[153.62113081400244,-28.940208627794515],[153.62113081400244,-28.94280999486218]]]}"
"59028,-11125",73223.38809718819,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5534952702431,-28.940208627794515],[153.5560966373108,-28.940208627794515],[153.5560966373108,-28.937607260726846],[153.5534952702431,-28.937607260726846],[153.5534952702431,-28.940208627794515]]]}"
"59029,-11125",73223.38809578586,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5560966373108,-28.940208627794515],[153.55869800437844,-28.940208627794515],[153.55869800437844,-28.937607260726846],[153.5560966373108,-28.937607260726846],[153.5560966373108,-28.940208627794515]]]}"
"59030,-11125",73223.38809712496,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55869800437844,-28.940208627794515],[153.56129937144613,-28.940208627794515],[153.56129937144613,-28.937607260726846],[153.55869800437844,-28.937607260726846],[153.55869800437844,-28.940208627794515]]]}"
"59031,-11125",73223.38809583618,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56129937144613,-28.940208627794515],[153.56390073851378,-28.940208627794515],[153.56390073851378,-28.937607260726846],[153.56129937144613,-28.937607260726846],[153.56129937144613,-28.940208627794515]]]}"
"59032,-11125",73223.38809642324,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56390073851378,-28.940208627794515],[153.56650210558143,-28.940208627794515],[153.56650210558143,-28.937607260726846],[153.56390073851378,-28.937607260726846],[153.56390073851378,-28.940208627794515]]]}"
"59033,-11125",73223.38809722458,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56650210558143,-28.940208627794515],[153.56910347264912,-28.940208627794515],[153.56910347264912,-28.937607260726846],[153.56650210558143,-28.937607260726846],[153.56650210558143,-28.940208627794515]]]}"
"59034,-11125",73223.38809577169,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.56910347264912,-28.940208627794515],[153.57170483971677,-28.940208627794515],[153.57170483971677,-28.937607260726846],[153.56910347264912,-28.937607260726846],[153.56910347264912,-28.940208627794515]]]}"
"59035,-11125",73223.3880971158,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57170483971677,-28.940208627794515],[153.57430620678446,-28.940208627794515],[153.57430620678446,-28.937607260726846],[153.57170483971677,-28.937607260726846],[153.57170483971677,-28.940208627794515]]]}"
"59036,-11125",73223.38809564203,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.57430620678446,-28.940208627794515],[153.5769075738521,-28.940208627794515],[153.5769075738521,-28.937607260726846],[153.57430620678446,-28.937607260726846],[153.57430620678446,-28.940208627794515]]]}"
"59037,-11125",73223.38809726841,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5769075738521,-28.940208627794515],[153.5795089409198,-28.940208627794515],[153.5795089409198,-28.937607260726846],[153.5769075738521,-28.937607260726846],[153.5769075738521,-28.940208627794515]]]}"
"59038,-11125",73223.3880957878,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5795089409198,-28.940208627794515],[153.58211030798745,-28.940208627794515],[153.58211030798745,-28.937607260726846],[153.5795089409198,-28.937607260726846],[153.5795089409198,-28.940208627794515]]]}"
"59039,-11125",73223.38809645556,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58211030798745,-28.940208627794515],[153.5847116750551,-28.940208627794515],[153.5847116750551,-28.937607260726846],[153.58211030798745,-28.937607260726846],[153.58211030798745,-28.940208627794515]]]}"
"59040,-11125",73223.38809660755,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5847116750551,-28.940208627794515],[153.5873130421228,-28.940208627794515],[153.5873130421228,-28.937607260726846],[153.5847116750551,-28.937607260726846],[153.5847116750551,-28.940208627794515]]]}"
"59041,-11125",73223.38809648792,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5873130421228,-28.940208627794515],[153.58991440919044,-28.940208627794515],[153.58991440919044,-28.937607260726846],[153.5873130421228,-28.937607260726846],[153.5873130421228,-28.940208627794515]]]}"
"59042,-11125",73223.38809649859,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.58991440919044,-28.940208627794515],[153.59251577625813,-28.940208627794515],[153.59251577625813,-28.937607260726846],[153.58991440919044,-28.937607260726846],[153.58991440919044,-28.940208627794515]]]}"
"59043,-11125",73223.38809644913,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59251577625813,-28.940208627794515],[153.59511714332578,-28.940208627794515],[153.59511714332578,-28.937607260726846],[153.59251577625813,-28.937607260726846],[153.59251577625813,-28.940208627794515]]]}"
"59044,-11125",73223.38809645172,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59511714332578,-28.940208627794515],[153.59771851039346,-28.940208627794515],[153.59771851039346,-28.937607260726846],[153.59511714332578,-28.937607260726846],[153.59511714332578,-28.940208627794515]]]}"
"59045,-11125",73223.38809649898,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.59771851039346,-28.940208627794515],[153.60031987746112,-28.940208627794515],[153.60031987746112,-28.937607260726846],[153.59771851039346,-28.937607260726846],[153.59771851039346,-28.940208627794515]]]}"
"59046,-11125",73223.38809571952,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60031987746112,-28.940208627794515],[153.60292124452877,-28.940208627794515],[153.60292124452877,-28.937607260726846],[153.60031987746112,-28.937607260726846],[153.60031987746112,-28.940208627794515]]]}"
"59047,-11125",73223.38809736984,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60292124452877,-28.940208627794515],[153.60552261159646,-28.940208627794515],[153.60552261159646,-28.937607260726846],[153.60292124452877,-28.937607260726846],[153.60292124452877,-28.940208627794515]]]}"
"59048,-11125",73223.38809632802,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.60552261159646,-28.940208627794515],[153.6081239786641,-28.940208627794515],[153.6081239786641,-28.937607260726846],[153.60552261159646,-28.937607260726846],[153.60552261159646,-28.940208627794515]]]}"
"59049,-11125",73223.38809656152,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6081239786641,-28.940208627794515],[153.6107253457318,-28.940208627794515],[153.6107253457318,-28.937607260726846],[153.6081239786641,-28.937607260726846],[153.6081239786641,-28.940208627794515]]]}"
"59050,-11125",73223.3880964272,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6107253457318,-28.940208627794515],[153.61332671279945,-28.940208627794515],[153.61332671279945,-28.937607260726846],[153.6107253457318,-28.937607260726846],[153.6107253457318,-28.940208627794515]]]}"
"59051,-11125",73223.38809642784,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61332671279945,-28.940208627794515],[153.61592807986713,-28.940208627794515],[153.61592807986713,-28.937607260726846],[153.61332671279945,-28.937607260726846],[153.61332671279945,-28.940208627794515]]]}"
"59052,-11125",73223.38809644437,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.61592807986713,-28.940208627794515],[153.6185294469348,-28.940208627794515],[153.6185294469348,-28.937607260726846],[153.61592807986713,-28.937607260726846],[153.61592807986713,-28.940208627794515]]]}"
"59053,-11125",73223.38809568889,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.6185294469348,-28.940208627794515],[153.62113081400244,-28.940208627794515],[153.62113081400244,-28.937607260726846],[153.6185294469348,-28.937607260726846],[153.6185294469348,-28.940208627794515]]]}"
"59054,-11125",73223.3880972094,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62113081400244,-28.940208627794515],[153.62373218107012,-28.940208627794515],[153.62373218107012,-28.937607260726846],[153.62113081400244,-28.937607260726846],[153.62113081400244,-28.940208627794515]]]}"
"59055,-11125",73223.38809572675,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.62373218107012,-28.940208627794515],[153.62633354813778,-28.940208627794515],[153.62633354813778,-28.937607260726846],[153.62373218107012,-28.937607260726846],[153.62373218107012,-28.940208627794515]]]}"
"59026,-11124",73225.2262014326,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.54829253610777,-28.937607260726846],[153.55089390317545,-28.937607260726846],[153.55089390317545,-28.93500589365918],[153.54829253610777,-28.93500589365918],[153.54829253610777,-28.937607260726846]]]}"
"59027,-11124",73225.22619986988,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55089390317545,-28.937607260726846],[153.5534952702431,-28.937607260726846],[153.5534952702431,-28.93500589365918],[153.55089390317545,-28.93500589365918],[153.55089390317545,-28.937607260726846]]]}"
"59028,-11124",73225.22620137251,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5534952702431,-28.937607260726846],[153.5560966373108,-28.937607260726846],[153.5560966373108,-28.93500589365918],[153.5534952702431,-28.93500589365918],[153.5534952702431,-28.937607260726846]]]}"
"59029,-11124",73225.22619993771,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.5560966373108,-28.937607260726846],[153.55869800437844,-28.937607260726846],[153.55869800437844,-28.93500589365918],[153.5560966373108,-28.93500589365918],[153.5560966373108,-28.937607260726846]]]}"
"59030,-11124",73225.22620128148,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""type"":""Polygon"",""coordinates"":[[[153.55869800437844,-28.937607260726846],[153.56129937144613,-28.937607260726846],[153.56129937144613,-28.93500589365918],[153.55869800437844,-28.93500589365918],[153.55869800437844,-28.937607260726846]]]}"
